edHello.agents.Patient@99fa758 | total wait time: 35 | dealt at time point: 35.0
simcore.agents.Patient@639d5d17 | total wait time: 37 | dealt at time point: 10102.0
simcore.agents.Patient@5c65f7d | total wait time: 5 | dealt at time point: 10131.0
simcore.agents.Patient@7ac714ec | total wait time: 36 | dealt at time point: 10223.0
simcore.agents.Patient@13997708 | total wait time: 37 | dealt at time point: 10285.0
simcore.agents.Patient@4035f200 | total wait time: 6 | dealt at time point: 10315.0
simcore.agents.Patient@729bc4fa | total wait time: 6 | dealt at time point: 10377.0
simcore.agents.Patient@23ad0cc4 | total wait time: 6 | dealt at time point: 10438.0
simcore.agents.Patient@b48c284 | total wait time: 36 | dealt at time point: 10528.0
simcore.agents.Patient@57e975ee | total wait time: 6 | dealt at time point: 10560.0
simcore.agents.Patient@2203a50f | total wait time: 6 | dealt at time point: 10620.0
simcore.agents.Patient@22f31555 | total wait time: 5 | dealt at time point: 10681.0
simcore.agents.Patient@2fa9adc | total wait time: 37 | dealt at time point: 10773.0
simcore.agents.Patient@4b84bea5 | total wait time: 35 | dealt at time point: 10832.0
simcore.agents.Patient@258c5f27 | total wait time: 37 | dealt at time point: 10896.0
simcore.agents.Patient@1baeb6d | total wait time: 5 | dealt at time point: 10924.0
simcore.agents.Patient@58975247 | total wait time: 6 | dealt at time point: 10986.0
simcore.agents.Patient@4f30b248 | total wait time: 36 | dealt at time point: 11077.0
simcore.agents.Patient@8dd39cd | total wait time: 6 | dealt at time point: 11109.0
simcore.agents.Patient@2d2cbff6 | total wait time: 5 | dealt at time point: 11169.0
simcore.agents.Patient@2a8e209c | total wait time: 6 | dealt at time point: 11230.0
simcore.agents.Patient@7bda8aa | total wait time: 36 | dealt at time point: 11321.0
simcore.agents.Patient@7d20360d | total wait time: 6 | dealt at time point: 11352.0
simcore.agents.Patient@200c4526 | total wait time: 5 | dealt at time point: 11413.0
simcore.agents.Patient@19066e96 | total wait time: 6 | dealt at time point: 11475.0
simcore.agents.Patient@3766861e | total wait time: 6 | dealt at time point: 11536.0
simcore.agents.Patient@6a35d628 | total wait time: 6 | dealt at time point: 11596.0
simcore.agents.Patient@7c47e003 | total wait time: 37 | dealt at time point: 11688.0
simcore.agents.Patient@454fa0d | total wait time: 5 | dealt at time point: 11718.0
simcore.agents.Patient@23ef394e | total wait time: 34 | dealt at time point: 11808.0
simcore.agents.Patient@5b646f95 | total wait time: 5 | dealt at time point: 11840.0
simcore.agents.Patient@4a825efa | total wait time: 5 | dealt at time point: 11901.0
simcore.agents.Patient@73e41764 | total wait time: 4 | dealt at time point: 11961.0
simcore.agents.Patient@5524af15 | total wait time: 7 | dealt at time point: 12024.0
simcore.agents.Patient@2c98c9d4 | total wait time: 4 | dealt at time point: 12083.0
simcore.agents.Patient@1cd195c | total wait time: 37 | dealt at time point: 12176.0
simcore.agents.Patient@1a788d5d | total wait time: 37 | dealt at time point: 12237.0
simcore.agents.Patient@444f427c | total wait time: 6 | dealt at time point: 12268.0
simcore.agents.Patient@15c2d32a | total wait time: 35 | dealt at time point: 12357.0
simcore.agents.Patient@59949846 | total wait time: 5 | dealt at time point: 12388.0
simcore.agents.Patient@35be7d03 | total wait time: 35 | dealt at time point: 12479.0
simcore.agents.Patient@3d58e5ab | total wait time: 5 | dealt at time point: 12511.0
simcore.agents.Patient@669a5eb7 | total wait time: 5 | dealt at time point: 12572.0
simcore.agents.Patient@2b5e9eb1 | total wait time: 5 | dealt at time point: 12633.0
simcore.agents.Patient@4d1b010c | total wait time: 5 | dealt at time point: 12694.0
simcore.agents.Patient@2c6c0d72 | total wait time: 35 | dealt at time point: 12785.0
simcore.agents.Patient@d4c33f7 | total wait time: 5 | dealt at time point: 12816.0
simcore.agents.Patient@55d2bffe | total wait time: 37 | dealt at time point: 12908.0
simcore.agents.Patient@6d358a76 | total wait time: 7 | dealt at time point: 12939.0
simcore.agents.Patient@13760ab1 | total wait time: 6 | dealt at time point: 12999.0
simcore.agents.Patient@357d0dc6 | total wait time: 6 | dealt at time point: 13061.0
simcore.agents.Patient@1760fd4c | total wait time: 6 | dealt at time point: 13121.0
simcore.agents.Patient@4efb9fff | total wait time: 6 | dealt at time point: 13183.0
simcore.agents.Patient@44b0875f | total wait time: 6 | dealt at time point: 13243.0
simcore.agents.Patient@762147e2 | total wait time: 35 | dealt at time point: 13334.0
simcore.agents.Patient@639f2af7 | total wait time: 36 | dealt at time point: 13395.0
simcore.agents.Patient@4a3f57f4 | total wait time: 6 | dealt at time point: 13426.0
simcore.agents.Patient@267979e7 | total wait time: 5 | dealt at time point: 13486.0
simcore.agents.Patient@64d1aa3a | total wait time: 7 | dealt at time point: 13549.0
simcore.agents.Patient@44a11610 | total wait time: 6 | dealt at time point: 13610.0
simcore.agents.Patient@3f1e9a11 | total wait time: 6 | dealt at time point: 13670.0
simcore.agents.Patient@6bca3623 | total wait time: 5 | dealt at time point: 13731.0
simcore.agents.Patient@d5bffb8 | total wait time: 36 | dealt at time point: 13822.0
simcore.agents.Patient@60e7d382 | total wait time: 4 | dealt at time point: 13852.0
simcore.agents.Patient@562cd067 | total wait time: 5 | dealt at time point: 13913.0
simcore.agents.Patient@15ef3e3d | total wait time: 36 | dealt at time point: 14005.0
simcore.agents.Patient@4157fe28 | total wait time: 4 | dealt at time point: 14035.0
simcore.agents.Patient@3e99d753 | total wait time: 5 | dealt at time point: 14096.0
simcore.agents.Patient@33305a94 | total wait time: 35 | dealt at time point: 14187.0
simcore.agents.Patient@7b959052 | total wait time: 6 | dealt at time point: 14220.0
simcore.agents.Patient@7a3d2c56 | total wait time: 5 | dealt at time point: 14279.0
simcore.agents.Patient@a516f08 | total wait time: 5 | dealt at time point: 14341.0
simcore.agents.Patient@6a8bf934 | total wait time: 6 | dealt at time point: 14402.0
simcore.agents.Patient@19e9a8b6 | total wait time: 35 | dealt at time point: 14493.0
simcore.agents.Patient@777ec418 | total wait time: 6 | dealt at time point: 14524.0
simcore.agents.Patient@68a11b68 | total wait time: 4 | dealt at time point: 14584.0
simcore.agents.Patient@3d7010a4 | total wait time: 35 | dealt at time point: 14675.0
simcore.agents.Patient@56091a0e | total wait time: 6 | dealt at time point: 14707.0
simcore.agents.Patient@766b5533 | total wait time: 35 | dealt at time point: 14797.0
simcore.agents.Patient@36937f7b | total wait time: 6 | dealt at time point: 14829.0
simcore.agents.Patient@68e03add | total wait time: 6 | dealt at time point: 14890.0
simcore.agents.Patient@1f68dec3 | total wait time: 4 | dealt at time point: 14950.0
simcore.agents.Patient@1efe1e20 | total wait time: 37 | dealt at time point: 15044.0
simcore.agents.Patient@12c852b8 | total wait time: 39 | dealt at time point: 15107.0
simcore.agents.Patient@189e9726 | total wait time: 34 | dealt at time point: 15163.0
simcore.agents.Patient@61b8b56f | total wait time: 37 | dealt at time point: 15226.0
simcore.agents.Patient@fb78161 | total wait time: 6 | dealt at time point: 15257.0
simcore.agents.Patient@4785c2a0 | total wait time: 6 | dealt at time point: 15317.0
simcore.agents.Patient@27ad6b29 | total wait time: 5 | dealt at time point: 15378.0
simcore.agents.Patient@70dc8 | total wait time: 6 | dealt at time point: 15440.0
simcore.agents.Patient@12be69df | total wait time: 5 | dealt at time point: 15500.0
simcore.agents.Patient@1582b675 | total wait time: 37 | dealt at time point: 15593.0
simcore.agents.Patient@6cf6dbb3 | total wait time: 4 | dealt at time point: 15621.0
simcore.agents.Patient@1ae532a8 | total wait time: 5 | dealt at time point: 15683.0
simcore.agents.Patient@3897c9c1 | total wait time: 7 | dealt at time point: 15745.0
simcore.agents.Patient@4d559f18 | total wait time: 38 | dealt at time point: 15837.0
simcore.agents.Patient@653f964a | total wait time: 5 | dealt at time point: 15865.0
simcore.agents.Patient@72b1a967 | total wait time: 5 | dealt at time point: 15927.0
simcore.agents.Patient@42ace1d5 | total wait time: 6 | dealt at time point: 15988.0
simcore.agents.Patient@725d3f2a | total wait time: 35 | dealt at time point: 16078.0
simcore.agents.Patient@3d90156e | total wait time: 6 | dealt at time point: 16111.0
simcore.agents.Patient@4d341506 | total wait time: 6 | dealt at time point: 16171.0
simcore.agents.Patient@72f003a2 | total wait time: 6 | dealt at time point: 16233.0
simcore.agents.Patient@9a9768e | total wait time: 6 | dealt at time point: 16293.0
simcore.agents.Patient@3b08c47 | total wait time: 5 | dealt at time point: 16354.0
simcore.agents.Patient@4e199e5a | total wait time: 34 | dealt at time point: 16443.0
simcore.agents.Patient@38c32865 | total wait time: 5 | dealt at time point: 16476.0
simcore.agents.Patient@6308c61b | total wait time: 35 | dealt at time point: 16566.0
simcore.agents.Patient@27ada6b8 | total wait time: 7 | dealt at time point: 16599.0
simcore.agents.Patient@532c8b7a | total wait time: 5 | dealt at time point: 16659.0
simcore.agents.Patient@d05ddf8 | total wait time: 7 | dealt at time point: 16721.0
simcore.agents.Patient@3cb637bc | total wait time: 4 | dealt at time point: 16780.0
simcore.agents.Patient@1c752d1c | total wait time: 6 | dealt at time point: 16843.0
simcore.agents.Patient@381b7c3d | total wait time: 37 | dealt at time point: 16934.0
simcore.agents.Patient@39eee860 | total wait time: 6 | dealt at time point: 16965.0
simcore.agents.Patient@4c5ff54a | total wait time: 35 | dealt at time point: 17054.0
simcore.agents.Patient@77325b07 | total wait time: 6 | dealt at time point: 17086.0
simcore.agents.Patient@41e480db | total wait time: 6 | dealt at time point: 17147.0
simcore.agents.Patient@2d164132 | total wait time: 5 | dealt at time point: 17208.0
simcore.agents.Patient@13b4b934 | total wait time: 6 | dealt at time point: 17269.0
simcore.agents.Patient@371b5021 | total wait time: 6 | dealt at time point: 17331.0
simcore.agents.Patient@35837b3a | total wait time: 38 | dealt at time point: 17423.0
simcore.agents.Patient@2cb46391 | total wait time: 35 | dealt at time point: 17482.0
simcore.agents.Patient@34f2b5c | total wait time: 6 | dealt at time point: 17514.0
simcore.agents.Patient@68d30a9d | total wait time: 5 | dealt at time point: 17574.0
simcore.agents.Patient@31e38dd9 | total wait time: 6 | dealt at time point: 17636.0
simcore.agents.Patient@72bf0b67 | total wait time: 6 | dealt at time point: 17696.0
simcore.agents.Patient@6c2ba048 | total wait time: 5 | dealt at time point: 17757.0
simcore.agents.Patient@775c2a21 | total wait time: 36 | dealt at time point: 17848.0
simcore.agents.Patient@18b51cf5 | total wait time: 4 | dealt at time point: 17878.0
simcore.agents.Patient@2d209360 | total wait time: 39 | dealt at time point: 17973.0
simcore.agents.Patient@4f6f1647 | total wait time: 6 | dealt at time point: 18001.0
simcore.agents.Patient@1ba7abe3 | total wait time: 36 | dealt at time point: 18092.0
simcore.agents.Patient@2bd5ee79 | total wait time: 5 | dealt at time point: 18122.0
simcore.agents.Patient@3696cb0d | total wait time: 7 | dealt at time point: 18185.0
simcore.agents.Patient@1416af6e | total wait time: 7 | dealt at time point: 18246.0
simcore.agents.Patient@1df02af2 | total wait time: 35 | dealt at time point: 18336.0
simcore.agents.Patient@5bc9fd3 | total wait time: 35 | dealt at time point: 18396.0
simcore.agents.Patient@6c8c19ed | total wait time: 6 | dealt at time point: 18429.0
simcore.agents.Patient@718a1abe | total wait time: 5 | dealt at time point: 18488.0
simcore.agents.Patient@71b03a24 | total wait time: 6 | dealt at time point: 18550.0
simcore.agents.Patient@5f0ba77a | total wait time: 38 | dealt at time point: 18644.0
simcore.agents.Patient@4823948c | total wait time: 5 | dealt at time point: 18671.0
simcore.agents.Patient@24e3f648 | total wait time: 36 | dealt at time point: 18763.0
simcore.agents.Patient@271111e2 | total wait time: 6 | dealt at time point: 18794.0
simcore.agents.Patient@42da915a | total wait time: 35 | dealt at time point: 18885.0
simcore.agents.Patient@35654c0d | total wait time: 5 | dealt at time point: 18916.0
simcore.agents.Patient@3b65a038 | total wait time: 5 | dealt at time point: 18976.0
simcore.agents.Patient@473725a | total wait time: 5 | dealt at time point: 19037.0
simcore.agents.Patient@32126373 | total wait time: 5 | dealt at time point: 19098.0
simcore.agents.Patient@660c789b | total wait time: 35 | dealt at time point: 19189.0
simcore.agents.Patient@5b7685b0 | total wait time: 5 | dealt at time point: 19220.0
simcore.agents.Patient@7f153203 | total wait time: 5 | dealt at time point: 19282.0
simcore.agents.Patient@68c46619 | total wait time: 6 | dealt at time point: 19343.0
simcore.agents.Patient@695c49d4 | total wait time: 35 | dealt at time point: 19433.0
simcore.agents.Patient@57d2e48e | total wait time: 35 | dealt at time point: 19494.0
simcore.agents.Patient@2d36452a | total wait time: 6 | dealt at time point: 19527.0
simcore.agents.Patient@711dcc82 | total wait time: 36 | dealt at time point: 19618.0
simcore.agents.Patient@70904d85 | total wait time: 36 | dealt at time point: 19679.0
simcore.agents.Patient@3abb43ca | total wait time: 6 | dealt at time point: 19710.0
simcore.agents.Patient@5eabc1da | total wait time: 6 | dealt at time point: 19770.0
simcore.agents.Patient@40c7ca2c | total wait time: 5 | dealt at time point: 19831.0
simcore.agents.Patient@b91d857 | total wait time: 6 | dealt at time point: 19892.0
simcore.agents.Patient@431507b8 | total wait time: 6 | dealt at time point: 19954.0
simcore.agents.Patient@13ec28a | total wait time: 5 | dealt at time point: 20014.0
simcore.agents.Patient@3e090658 | total wait time: 34 | dealt at time point: 20104.0
simcore.agents.Patient@5f2909c2 | total wait time: 35 | dealt at time point: 20166.0
simcore.agents.Patient@1468947f | total wait time: 5 | dealt at time point: 20197.0
simcore.agents.Patient@4bd44054 | total wait time: 5 | dealt at time point: 20258.0
simcore.agents.Patient@1aa215f6 | total wait time: 6 | dealt at time point: 20319.0
simcore.agents.Patient@656bf665 | total wait time: 36 | dealt at time point: 20411.0
simcore.agents.Patient@70ec6d2c | total wait time: 39 | dealt at time point: 20474.0
simcore.agents.Patient@445c3079 | total wait time: 5 | dealt at time point: 20501.0
simcore.agents.Patient@2a7556c8 | total wait time: 5 | dealt at time point: 20563.0
simcore.agents.Patient@cefef10 | total wait time: 6 | dealt at time point: 20624.0
simcore.agents.Patient@18b9bf8f | total wait time: 6 | dealt at time point: 20685.0
simcore.agents.Patient@51a069b3 | total wait time: 35 | dealt at time point: 20776.0
simcore.agents.Patient@e1bb36e | total wait time: 5 | dealt at time point: 20806.0
simcore.agents.Patient@347ef4e3 | total wait time: 5 | dealt at time point: 20867.0
simcore.agents.Patient@422a56e3 | total wait time: 5 | dealt at time point: 20929.0
simcore.agents.Patient@1cea3b1d | total wait time: 35 | dealt at time point: 21020.0
simcore.agents.Patient@62c9c0f7 | total wait time: 6 | dealt at time point: 21052.0
simcore.agents.Patient@2457bfcd | total wait time: 5 | dealt at time point: 21112.0
simcore.agents.Patient@4ef95dca | total wait time: 36 | dealt at time point: 21203.0
simcore.agents.Patient@4262ebff | total wait time: 35 | dealt at time point: 21263.0
simcore.agents.Patient@24ab5b6c | total wait time: 6 | dealt at time point: 21295.0
simcore.agents.Patient@2f474619 | total wait time: 5 | dealt at time point: 21355.0
simcore.agents.Patient@6e2e9c3 | total wait time: 5 | dealt at time point: 21416.0
simcore.agents.Patient@2d826ffa | total wait time: 6 | dealt at time point: 21478.0
simcore.agents.Patient@6ebf8a98 | total wait time: 35 | dealt at time point: 21569.0
simcore.agents.Patient@a553661 | total wait time: 38 | dealt at time point: 21632.0
simcore.agents.Patient@b080a7c | total wait time: 7 | dealt at time point: 21662.0
simcore.agents.Patient@7b349a71 | total wait time: 5 | dealt at time point: 21722.0
simcore.agents.Patient@5db89c1c | total wait time: 35 | dealt at time point: 21812.0
simcore.agents.Patient@3f9a3e8b | total wait time: 35 | dealt at time point: 21874.0
simcore.agents.Patient@2828e430 | total wait time: 37 | dealt at time point: 21937.0
simcore.agents.Patient@6c9fd760 | total wait time: 6 | dealt at time point: 21966.0
simcore.agents.Patient@79cb810b | total wait time: 38 | dealt at time point: 22059.0
simcore.agents.Patient@cb233a5 | total wait time: 5 | dealt at time point: 22088.0
simcore.agents.Patient@43dc9661 | total wait time: 5 | dealt at time point: 22149.0
simcore.agents.Patient@5bd3d83f | total wait time: 37 | dealt at time point: 22241.0
simcore.agents.Patient@7b0d5238 | total wait time: 35 | dealt at time point: 22300.0
simcore.agents.Patient@638e5bac | total wait time: 34 | dealt at time point: 22361.0
simcore.agents.Patient@161b0317 | total wait time: 6 | dealt at time point: 22393.0
simcore.agents.Patient@39963a52 | total wait time: 7 | dealt at time point: 22455.0
simcore.agents.Patient@13f23ae9 | total wait time: 6 | dealt at time point: 22515.0
simcore.agents.Patient@38b44b65 | total wait time: 5 | dealt at time point: 22576.0
simcore.agents.Patient@19b0e4de | total wait time: 5 | dealt at time point: 22637.0
simcore.agents.Patient@4b74886f | total wait time: 33 | dealt at time point: 22725.0
simcore.agents.Patient@3ec6e1a | total wait time: 7 | dealt at time point: 22760.0
simcore.agents.Patient@7b5eaaff | total wait time: 4 | dealt at time point: 22819.0
simcore.agents.Patient@4ad2701a | total wait time: 35 | dealt at time point: 22910.0
simcore.agents.Patient@54305f02 | total wait time: 39 | dealt at time point: 22975.0
simcore.agents.Patient@502d1af | total wait time: 6 | dealt at time point: 23003.0
simcore.agents.Patient@53a7aeb0 | total wait time: 4 | dealt at time point: 23063.0
simcore.agents.Patient@33e128f3 | total wait time: 36 | dealt at time point: 23155.0
simcore.agents.Patient@521806fa | total wait time: 6 | dealt at time point: 23186.0
simcore.agents.Patient@a7b2bf5 | total wait time: 5 | dealt at time point: 23247.0
simcore.agents.Patient@67d1f084 | total wait time: 4 | dealt at time point: 23307.0
simcore.agents.Patient@935b99b | total wait time: 5 | dealt at time point: 23368.0
simcore.agents.Patient@7ab0d222 | total wait time: 36 | dealt at time point: 23461.0
simcore.agents.Patient@7169112d | total wait time: 5 | dealt at time point: 23491.0
simcore.agents.Patient@4acabe2d | total wait time: 38 | dealt at time point: 23584.0
simcore.agents.Patient@27696ff5 | total wait time: 34 | dealt at time point: 23642.0
simcore.agents.Patient@7247b43c | total wait time: 6 | dealt at time point: 23674.0
simcore.agents.Patient@579790ba | total wait time: 33 | dealt at time point: 23763.0
simcore.agents.Patient@65e6d92f | total wait time: 6 | dealt at time point: 23797.0
simcore.agents.Patient@15c27ff6 | total wait time: 5 | dealt at time point: 23857.0
simcore.agents.Patient@18ef230 | total wait time: 5 | dealt at time point: 23917.0
simcore.agents.Patient@2fb07710 | total wait time: 6 | dealt at time point: 23979.0
simcore.agents.Patient@391d53b | total wait time: 5 | dealt at time point: 24039.0
simcore.agents.Patient@6291f9c | total wait time: 6 | dealt at time point: 24102.0
simcore.agents.Patient@5d9adedf | total wait time: 35 | dealt at time point: 24191.0
simcore.agents.Patient@2dd6b1d4 | total wait time: 35 | dealt at time point: 24252.0
simcore.agents.Patient@4ad77273 | total wait time: 4 | dealt at time point: 24283.0
simcore.agents.Patient@954f486 | total wait time: 6 | dealt at time point: 24345.0
simcore.agents.Patient@5da6e42c | total wait time: 4 | dealt at time point: 24405.0
simcore.agents.Patient@67292e37 | total wait time: 6 | dealt at time point: 24468.0
simcore.agents.Patient@4bedde06 | total wait time: 5 | dealt at time point: 24528.0
simcore.agents.Patient@61c09a0 | total wait time: 5 | dealt at time point: 24588.0
simcore.agents.Patient@4b13d87 | total wait time: 35 | dealt at time point: 24679.0
simcore.agents.Patient@60636f37 | total wait time: 6 | dealt at time point: 24712.0
simcore.agents.Patient@18692979 | total wait time: 36 | dealt at time point: 24802.0
simcore.agents.Patient@49f27cb9 | total wait time: 6 | dealt at time point: 24833.0
simcore.agents.Patient@22984756 | total wait time: 7 | dealt at time point: 24895.0
simcore.agents.Patient@627c20b3 | total wait time: 37 | dealt at time point: 24987.0
simcore.agents.Patient@621c4695 | total wait time: 6 | dealt at time point: 25016.0
simcore.agents.Patient@722762cc | total wait time: 36 | dealt at time point: 25107.0
simcore.agents.Patient@63458aa9 | total wait time: 5 | dealt at time point: 25137.0
simcore.agents.Patient@48335a66 | total wait time: 36 | dealt at time point: 25230.0
simcore.agents.Patient@74fc6d76 | total wait time: 36 | dealt at time point: 25291.0
simcore.agents.Patient@709b7ccb | total wait time: 34 | dealt at time point: 25350.0
simcore.agents.Patient@53cf5772 | total wait time: 6 | dealt at time point: 25382.0
simcore.agents.Patient@29ba904d | total wait time: 12 | dealt at time point: 13.0
simcore.agents.Patient@22174b8 | total wait time: 42 | dealt at time point: 104.0
simcore.agents.Patient@629ee678 | total wait time: 43 | dealt at time point: 165.0
simcore.agents.Patient@2839f22f | total wait time: 7 | dealt at time point: 190.0
simcore.agents.Patient@562f0053 | total wait time: 36 | dealt at time point: 281.0
simcore.agents.Patient@7d8e32b1 | total wait time: 5 | dealt at time point: 311.0
simcore.agents.Patient@2faa38e3 | total wait time: 6 | dealt at time point: 373.0
simcore.agents.Patient@56fabc0d | total wait time: 33 | dealt at time point: 460.0
simcore.agents.Patient@27bb7ef8 | total wait time: 7 | dealt at time point: 495.0
simcore.agents.Patient@17982edc | total wait time: 5 | dealt at time point: 554.0
simcore.agents.Patient@2346c23f | total wait time: 5 | dealt at time point: 616.0
simcore.agents.Patient@603553d6 | total wait time: 34 | dealt at time point: 706.0
simcore.agents.Patient@b08a6d2 | total wait time: 5 | dealt at time point: 737.0
simcore.agents.Patient@c856590 | total wait time: 6 | dealt at time point: 800.0
simcore.agents.Patient@1db30653 | total wait time: 6 | dealt at time point: 860.0
simcore.agents.Patient@3f668efd | total wait time: 38 | dealt at time point: 953.0
simcore.agents.Patient@64a94e5d | total wait time: 4 | dealt at time point: 981.0
simcore.agents.Patient@73a4a612 | total wait time: 6 | dealt at time point: 1043.0
simcore.agents.Patient@3e5db3dd | total wait time: 24 | dealt at time point: 1123.0
simcore.agents.Patient@6ad60157 | total wait time: 5 | dealt at time point: 1165.0
simcore.agents.Patient@ded0baf | total wait time: 35 | dealt at time point: 1256.0
simcore.agents.Patient@7fee206 | total wait time: 36 | dealt at time point: 1318.0
simcore.agents.Patient@37975489 | total wait time: 6 | dealt at time point: 1348.0
simcore.agents.Patient@60b7dd31 | total wait time: 5 | dealt at time point: 1408.0
simcore.agents.Patient@6a078720 | total wait time: 6 | dealt at time point: 1470.0
simcore.agents.Patient@3cb7af99 | total wait time: 36 | dealt at time point: 1562.0
simcore.agents.Patient@6f5f16d1 | total wait time: 35 | dealt at time point: 1622.0
simcore.agents.Patient@1754f240 | total wait time: 36 | dealt at time point: 1683.0
simcore.agents.Patient@106f239b | total wait time: 5 | dealt at time point: 1713.0
simcore.agents.Patient@4064fc99 | total wait time: 6 | dealt at time point: 1775.0
simcore.agents.Patient@76a22a7d | total wait time: 6 | dealt at time point: 1836.0
simcore.agents.Patient@62d2e429 | total wait time: 6 | dealt at time point: 1897.0
simcore.agents.Patient@79324b60 | total wait time: 5 | dealt at time point: 1957.0
simcore.agents.Patient@4212cda8 | total wait time: 36 | dealt at time point: 2050.0
simcore.agents.Patient@1da13fc5 | total wait time: 6 | dealt at time point: 2080.0
simcore.agents.Patient@dfe220 | total wait time: 4 | dealt at time point: 2140.0
simcore.agents.Patient@5b1470ff | total wait time: 37 | dealt at time point: 2233.0
simcore.agents.Patient@6cc6a73 | total wait time: 38 | dealt at time point: 2296.0
simcore.agents.Patient@474cae30 | total wait time: 6 | dealt at time point: 2325.0
simcore.agents.Patient@6751d0f7 | total wait time: 6 | dealt at time point: 2386.0
simcore.agents.Patient@3cb9da3c | total wait time: 37 | dealt at time point: 2477.0
simcore.agents.Patient@e06b5fe | total wait time: 36 | dealt at time point: 2537.0
simcore.agents.Patient@dd8d151 | total wait time: 5 | dealt at time point: 2567.0
simcore.agents.Patient@3a5cd3c3 | total wait time: 35 | dealt at time point: 2658.0
simcore.agents.Patient@9cb1e61 | total wait time: 36 | dealt at time point: 2721.0
simcore.agents.Patient@4586f973 | total wait time: 5 | dealt at time point: 2750.0
simcore.agents.Patient@5df5280d | total wait time: 4 | dealt at time point: 2811.0
simcore.agents.Patient@38ab918c | total wait time: 5 | dealt at time point: 2873.0
simcore.agents.Patient@2b4bebfd | total wait time: 35 | dealt at time point: 2964.0
simcore.agents.Patient@4f7231c6 | total wait time: 35 | dealt at time point: 3024.0
simcore.agents.Patient@3894fef2 | total wait time: 36 | dealt at time point: 3086.0
simcore.agents.Patient@6c486b68 | total wait time: 5 | dealt at time point: 3116.0
simcore.agents.Patient@289d7c5f | total wait time: 6 | dealt at time point: 3179.0
simcore.agents.Patient@6af7ef4b | total wait time: 35 | dealt at time point: 3268.0
simcore.agents.Patient@3f9ac344 | total wait time: 6 | dealt at time point: 3300.0
simcore.agents.Patient@13ee4d3c | total wait time: 6 | dealt at time point: 3361.0
simcore.agents.Patient@33c34fc3 | total wait time: 6 | dealt at time point: 3422.0
simcore.agents.Patient@2f4f5ba8 | total wait time: 5 | dealt at time point: 3483.0
simcore.agents.Patient@438cccfd | total wait time: 38 | dealt at time point: 3577.0
simcore.agents.Patient@10dc4951 | total wait time: 6 | dealt at time point: 3605.0
simcore.agents.Patient@74d00a50 | total wait time: 5 | dealt at time point: 3666.0
simcore.agents.Patient@5dbc4e68 | total wait time: 38 | dealt at time point: 3759.0
simcore.agents.Patient@767ccd99 | total wait time: 36 | dealt at time point: 3818.0
simcore.agents.Patient@786833a6 | total wait time: 5 | dealt at time point: 3848.0
simcore.agents.Patient@66058c5 | total wait time: 5 | dealt at time point: 3909.0
simcore.agents.Patient@59965d61 | total wait time: 7 | dealt at time point: 3972.0
simcore.agents.Patient@6ae6cb48 | total wait time: 34 | dealt at time point: 4061.0
simcore.agents.Patient@62e3d33f | total wait time: 35 | dealt at time point: 4123.0
simcore.agents.Patient@3e6cb41f | total wait time: 6 | dealt at time point: 4155.0
simcore.agents.Patient@390ada6e | total wait time: 6 | dealt at time point: 4215.0
simcore.agents.Patient@7fb4a258 | total wait time: 6 | dealt at time point: 4276.0
simcore.agents.Patient@6b35517e | total wait time: 6 | dealt at time point: 4337.0
simcore.agents.Patient@f9bd34e | total wait time: 33 | dealt at time point: 4425.0
simcore.agents.Patient@2d840c6a | total wait time: 5 | dealt at time point: 4458.0
simcore.agents.Patient@17279ae1 | total wait time: 37 | dealt at time point: 4552.0
simcore.agents.Patient@5bc64f6c | total wait time: 37 | dealt at time point: 4613.0
simcore.agents.Patient@17b878e7 | total wait time: 35 | dealt at time point: 4672.0
simcore.agents.Patient@7dc7939b | total wait time: 6 | dealt at time point: 4703.0
simcore.agents.Patient@162029bb | total wait time: 38 | dealt at time point: 4797.0
simcore.agents.Patient@731b93f3 | total wait time: 6 | dealt at time point: 4825.0
simcore.agents.Patient@75e5e9d8 | total wait time: 35 | dealt at time point: 4915.0
simcore.agents.Patient@542e9f6c | total wait time: 37 | dealt at time point: 4979.0
simcore.agents.Patient@25f3aa1 | total wait time: 5 | dealt at time point: 5008.0
simcore.agents.Patient@2370d85e | total wait time: 5 | dealt at time point: 5068.0
simcore.agents.Patient@33dc554c | total wait time: 37 | dealt at time point: 5161.0
simcore.agents.Patient@3dcc4e86 | total wait time: 6 | dealt at time point: 5192.0
simcore.agents.Patient@1d055034 | total wait time: 5 | dealt at time point: 5252.0
simcore.agents.Patient@6a1fae93 | total wait time: 35 | dealt at time point: 5343.0
simcore.agents.Patient@10508408 | total wait time: 36 | dealt at time point: 5404.0
simcore.agents.Patient@1adb1684 | total wait time: 7 | dealt at time point: 5436.0
simcore.agents.Patient@35328ef5 | total wait time: 6 | dealt at time point: 5496.0
simcore.agents.Patient@2d73d65f | total wait time: 6 | dealt at time point: 5557.0
simcore.agents.Patient@1cf12d45 | total wait time: 38 | dealt at time point: 5650.0
simcore.agents.Patient@e541214 | total wait time: 6 | dealt at time point: 5680.0
simcore.agents.Patient@78bd992 | total wait time: 6 | dealt at time point: 5740.0
simcore.agents.Patient@42f2ce21 | total wait time: 4 | dealt at time point: 5800.0
simcore.agents.Patient@72bcf8d5 | total wait time: 7 | dealt at time point: 5863.0
simcore.agents.Patient@7616db9b | total wait time: 5 | dealt at time point: 5922.0
